词语,词性种类,词义数,词义序号,情感分类,强度,极性,辅助情感分类,强度,极性,,
张敞画眉,idiom,1,1,PH,5,1,,,,,
荡析离居,idiom,1,1,NB,5,2,,,,,
草行露宿,idiom,1,1,NE,5,2,,,,,
吹箫乞食,idiom,1,1,NE,5,2,,,,,
吃着不尽,idiom,1,1,PE,5,1,,,,,
眉睫之祸,idiom,1,1,NI,5,2,,,,,
科头跣足,idiom,2,1,NE,5,2,,,,,
巴巴,adj,4,1,PF,5,0,,,,,
把头,noun,1,1,NN,5,2,,,,,
罢免,verb,1,1,ND,5,2,,,,,
摆设,verb,2,2,PA,5,0,,,,,
拜把子,verb,1,1,PA,5,1,,,,,
拜扫,verb,1,1,PF,5,1,,,,,
班师,verb,1,1,PA,5,1,,,,,
邦交,noun,1,1,PA,5,0,,,,,
绑架,verb,1,1,NC,5,2,,,,,
包管,verb,1,1,PA,5,0,,,,,
图作不轨,idiom,1,1,NN,7,2,,,,,
途途是道,idiom,1,1,PH,7,1,,,,,
吐心吐胆,idiom,1,1,PH,7,1,,,,,
吐胆倾心,idiom,1,1,PH,7,1,,,,,
兔葵燕麦,idiom,1,1,NB,7,0,,,,,
抟心壹志,idiom,1,1,PH,7,1,,,,,
推食解衣,idiom,1,1,PB,9,1,,,,,
推燥居湿,idiom,1,1,PH,9,1,,,,,
吞舟漏网,idiom,1,1,NN,9,2,,,,,
吞声饮恨,idiom,1,1,NN,7,2,,,,,
讬公报私,idiom,1,1,NN,7,2,,,,,
拖金委紫,idiom,1,1,PD,7,1,,,,,
唾地成文,idiom,1,1,PH,7,1,,,,,
挖肉补疮,idiom,1,1,NN,9,2,,,,,
歪八竖八,idiom,1,1,NN,7,2,,,,,
外简内明,idiom,1,1,PH,7,1,,,,,
刓方为圆,idiom,1,1,NN,7,2,,,,,
玩岁愒日,idiom,1,1,NN,7,2,,,,,
晚节不终,idiom,1,1,NJ,7,2,,,,,
亡国之社,idiom,1,1,NB,7,2,,,,,
亡猿灾木,idiom,1,1,NN,7,2,,,,,
枉口诳舌,idiom,1,1,NN,7,2,,,,,
枉突徙薪,idiom,1,1,PH,7,2,,,,,
枉矫过激,idiom,1,1,NN,7,2,,,,,
忘情负义,idiom,1,1,NN,7,2,,,,,
望岫息心,idiom,1,1,NJ,7,2,,,,,
望洋而叹,idiom,1,1,NN,7,2,,,,,
望尘奔北,idiom,1,1,NN,7,2,,,,,
望断白云,idiom,1,1,PF,9,1,,,,,
威刑肃物,idiom,1,1,NN,7,2,,,,,
微察秋毫,idiom,1,1,PH,9,1,,,,,
为法自弊,idiom,1,1,NN,7,2,,,,,
为裘为箕,idiom,1,1,PH,5,1,,,,,
为渊驱鱼，为丛驱爵,idiom,1,1,NN,9,2,,,,,
违世乖俗,idiom,1,1,PH,7,1,,,,,
违害就利,idiom,1,1,NN,7,2,,,,,
唯所欲为,idiom,1,1,NN,7,2,,,,,
惟力是视,idiom,1,1,PH,9,1,,,,,
惟所欲为,idiom,1,1,NN,9,2,,,,,
委委佗佗,idiom,1,1,PA,7,1,,,,,
未风先雨,idiom,1,1,NN,7,2,,,,,
味如嚼蜡,idiom,1,1,NN,7,2,,,,,
魏鹊无枝,idiom,1,1,NJ,7,2,,,,,
温席扇枕,idiom,1,1,PH,9,1,,,,,
文弛武玩,idiom,1,1,NN,7,1,,,,,
文治武力,idiom,1,1,PH,9,1,,,,,
文过其实,idiom,1,1,NN,7,2,,,,,
文章经济,idiom,1,1,PH,9,1,,,,,
文经武纬,idiom,2,1,PH,9,1,,,,,
闻一知二,idiom,1,1,PH,7,1,,,,,
闻风而兴,idiom,1,1,PH,9,1,,,,,
问十道百,idiom,1,1,PH,9,1,,,,,
问罪之师,idiom,2,1,PH,7,1,,,,,
瓮尽杯乾,idiom,1,1,NN,7,2,,,,,
握素披黄,idiom,1,1,PH,7,1,,,,,
握发吐飧,idiom,1,1,PH,7,1,,,,,
乌衣子弟,idiom,1,1,PD,7,1,,,,,
呜呼噫嘻,idiom,1,1,NB,7,2,,,,,
无人之境,idiom,2,1,NB,7,2,,,,,
无父无君,idiom,1,1,NN,9,2,,,,,
无可不可,idiom,2,1,PH,9,1,,,,,
无可置辩,idiom,1,1,PH,7,1,,,,,
无地自厝,idiom,2,1,NG,9,2,,,,,
无名小辈,idiom,1,1,ND,7,2,,,,,
无如之何,idiom,1,1,NJ,7,2,,,,,
无何有之乡,idiom,1,1,NJ,7,2,,,,,
无知妄作,idiom,1,1,NN,7,2,,,,,
无所不尽其极,idiom,1,1,PH,9,1,,,,,
无所重轻,idiom,1,1,NN,7,2,,,,,
无风起浪,idiom,1,1,NN,7,2,,,,,
无根之木，无源之水,idiom,1,1,NN,5,2,,,,,
无容身之地,idiom,2,1,NB,7,2,,,,,
无偏无倚,idiom,1,1,PH,7,1,,,,,
无恶不造,idiom,1,1,ND,9,2,,,,,
叠韵,noun,1,1,PB,7,1,,,,,
丢面子,noun,1,1,NJ,7,2,,,,,
洞房,noun,1,1,PA,9,1,,,,,
毒物,noun,1,1,NB,9,2,,,,,
端午,noun,1,1,PA,5,0,,,,,
对歌,verb,1,1,PA,9,1,,,,,
眼睁睁,adj,1,1,NJ,5,2,,,,,
佯攻,verb,1,1,PH,5,0,,,,,
老黄牛,noun,1,1,PH,7,1,,,,,
唠嗑,verb,1,1,PE,5,1,,,,,
老饕,noun,1,1,NN,3,2,,,,,
檑木,noun,1,1,NA,5,2,,,,,
累累,adj,2,2,NN,7,2,,,,,
冷宫,noun,1,1,NN,5,2,,,,,
罹难,verb,1,1,PB,5,0,,,,,
联欢,verb,1,1,PA,5,1,,,,,
迫使,verb,1,1,PK,9,0,,,,,
破门,adj,2,1,PK,7,0,,,,,
仆从,noun,1,1,PK,5,0,,,,,
扑扇,verb,1,1,PK,5,0,,,,,
朴陋,adj,1,1,PK,6,0,,,,,
七夕,noun,1,1,PA,6,0,,,,,
嘁嘁喳喳,adj,1,1,PK,5,0,,,,,
其次,adj,2,2,PK,5,0,,,,,
奇袭,verb,1,1,PC,6,0,,,,,
旗号,noun,1,1,NN,6,2,,,,,
岂但,adj,1,1,PK,7,0,,,,,
起火,noun,2,1,NA,7,0,,,,,
起疑,verb,1,1,NL,5,0,,,,,
气数,noun,1,1,PK,5,0,,,,,
弃妇,noun,1,1,NN,6,2,,,,,
器量,noun,1,1,PK,5,0,,,,,
洽谈,noun,1,1,PK,5,0,,,,,
千里马,noun,1,1,PH,6,1,,,,,
牵线,noun,1,1,PK,5,0,,,,,
前进,noun,1,1,PK,5,0,,,,,
钳制,verb,1,1,PK,7,0,,,,,
相惊伯有,idiom,1,1,NI,7,2,,,,,
恐慌万状,idiom,1,1,NC,7,2,,,,,
伈伈睍睍,idiom,1,1,NC,8,2,,,,,
香饽饽,idiom,1,1,PB,6,0,,,,,
谊切苔岑,idiom,1,1,PB,7,1,,,,,
讨人嫌,idiom,1,1,ND,8,2,,,,,
以手加额,idiom,1,1,PD,7,1,,,,,
脱口而出,idiom,1,1,PH,6,1,,,,,
言近指远,idiom,1,1,PH,7,1,,,,,
一言九鼎,idiom,1,1,PH,6,1,,,,,
语重心长,idiom,1,1,PB,7,1,,,,,
舌敝耳聋,idiom,1,1,NE,8,2,,,,,
只言片语,idiom,1,1,NB,7,0,,,,,
嬉笑怒骂,idiom,1,1,ND,6,2,,,,,
人之将死，其言也善,idiom,1,1,PG,9,1,,,,,
班荆道故,idiom,1,1,PB,7,1,,,,,
异口同声,idiom,1,1,NE,6,0,,,,,
聚讼纷纭,idiom,1,1,NN,7,2,,,,,
哑子吃黄连,idiom,1,1,NL,7,2,,,,,
晓以利害,idiom,1,1,PG,6,1,,,,,
百口莫辩,idiom,1,1,NN,7,2,,,,,
当头棒喝,idiom,1,1,NN,7,2,,,,,
在所难免,idiom,1,1,PE,6,0,,,,,
言归正传,idiom,1,1,NN,7,2,,,,,
良金美玉,idiom,1,1,PH,8,1,,,,,
矫矫不群,idiom,1,1,PH,6,1,,,,,
驰名中外,idiom,1,1,PH,8,1,,,,,
网开一面,idiom,1,1,PH,7,1,,,,,
起死人，肉白骨,idiom,1,1,PH,6,1,,,,,
陵云之志,idiom,1,1,PH,7,1,,,,,
不务空名,idiom,1,1,PH,5,1,,,,,
蹈节死义,idiom,1,1,PH,7,1,,,,,
田父献曝,idiom,1,1,PH,7,1,,,,,
好问则裕,idiom,1,1,PH,7,1,,,,,
靦颜事仇,idiom,1,1,NN,5,2,,,,,
面面厮觑,idiom,1,1,NC,4,2,,,,,
邈处欿视,idiom,1,1,PH,5,1,,,,,
民和年稔,idiom,1,1,PE,9,1,,,,,
名不虚得,idiom,1,1,PH,6,1,,,,,
名流巨子,idiom,1,1,PH,6,1,,,,,
明火持杖,idiom,1,1,NN,7,2,,,,,
鸣于乔木,idiom,1,1,PH,5,1,,,,,
命蹇时乖,idiom,1,1,NB,6,2,,,,,
磨砥刻厉,idiom,1,1,PH,6,1,,,,,
木梗之患,idiom,1,1,NB,7,2,,,,,
目空一世,idiom,1,1,NN,7,2,,,,,
目无三尺,idiom,1,1,NN,5,2,,,,,
目瞪口张,idiom,1,1,PC,5,0,,,,,
沐猴衣冠,idiom,1,1,NN,6,2,,,,,
拿腔作调,idiom,1,1,NN,6,2,,,,,
恼羞变怒,idiom,1,1,NA,6,2,,,,,
泥名失实,idiom,1,1,NN,5,2,,,,,
年高望重,idiom,1,1,PH,5,1,,,,,
鸟惊鱼散,idiom,1,1,NC,7,2,,,,,
宁可玉碎，不能瓦全,idiom,1,1,PH,6,1,,,,,
弄鬼掉猴,idiom,1,1,NN,5,2,,,,,
呕心滴血,idiom,1,1,PH,6,1,,,,,
攀龙讬凤,idiom,1,1,NN,6,2,,,,,
烹狗藏弓,idiom,1,1,NN,7,2,,,,,
行不从径,idiom,1,1,NN,5,2,,,,,
形孤影寡,idiom,1,1,NB,7,1,,,,,
胸有悬镜,idiom,1,1,PH,7,1,,,,,
朽木难彫,idiom,1,1,NN,7,2,,,,,
雪操冰心,idiom,1,1,PH,9,1,,,,,
雅人清致,idiom,1,1,PH,9,1,,,,,
言清行浊,idiom,1,1,NN,7,2,,,,,
研精竭虑,idiom,1,1,PH,7,1,,,,,
掩耳盗钟,idiom,1,1,NN,7,2,,,,,
鞅鞅不乐,idiom,1,1,NE,7,2,,,,,
阳春有脚,idiom,2,2,PH,7,1,,,,,
摇头稾脑,idiom,1,1,NN,7,2,,,,,
野鹤闲云,idiom,1,1,PA,7,1,,,,,
说闲话,verb,2,1,NN,5,2,,,,,
私窝子,noun,1,1,ND,5,2,,,,,
死气白赖,adj,1,1,ND,5,2,,,,,
松气,verb,1,1,NN,5,0,,,,,
算帐,verb,2,1,ND,5,2,,,,,
贪脏,verb,1,1,NN,5,2,,,,,
风吹浪打,idiom,2,2,NB,5,0,,,,,
逢吉丁辰,idiom,1,1,PA,5,1,,,,,
凤狂龙躁,idiom,1,1,NE,9,0,,,,,
凤翥鹏翔,idiom,1,1,PH,9,1,,,,,
凤叹虎视,idiom,1,1,PH,9,1,,,,,
否去泰来,idiom,1,1,PA,5,1,,,,,
肤见謭识,idiom,1,1,NN,5,2,,,,,
浮家泛宅,idiom,1,1,PA,7,1,,,,,
福善祸淫,idiom,1,1,NC,5,2,,,,,
孚尹旁达,idiom,1,1,PH,7,1,,,,,
俯首戢耳,idiom,1,1,PE,9,1,,,,,
付诸东流,idiom,1,1,NJ,7,2,,,,,
负义忘恩,idiom,1,1,ND,9,2,,,,,
附凤攀龙,idiom,1,1,NN,7,2,,,,,
富国裕民,idiom,1,1,PE,9,1,,,,,
腹心相照,idiom,1,1,PH,9,1,,,,,
腹热肠慌,idiom,1,1,NI,7,0,,,,,
概日凌云,idiom,1,1,PH,9,1,,,,,
乾脆利索,idiom,1,1,PH,5,1,,,,,
甘雨随车,idiom,1,1,PH,7,1,,,,,
感今惟昔,idiom,1,1,PF,7,1,,,,,
高人一等,idiom,1,1,PD,7,1,,,,,
高不輳低不就,idiom,1,1,NE,7,1,,,,,
高步阔视,idiom,1,1,PH,7,1,,,,,
高朋满座,idiom,1,1,PA,7,1,,,,,
高鸟尽良弓藏,idiom,1,1,NN,7,2,,,,,
膏场绣澮,idiom,1,1,PE,5,1,,,,,
歌舞昇平,idiom,1,1,PA,9,1,,,,,
革故鼎新,idiom,1,1,PH,7,1,,,,,
革旧鼎新,idiom,1,1,PH,7,1,,,,,
格杀无论,idiom,1,1,NA,9,0,,,,,
根蟠节错,idiom,1,1,ND,7,2,,,,,
公正廉洁,idiom,1,1,PH,7,1,,,,,
公报私雠,idiom,1,1,NN,5,2,,,,,
功盖天下,idiom,1,1,PH,9,1,,,,,
躬先士卒,idiom,1,1,PH,7,1,,,,,
共贯同条,idiom,1,1,PH,7,1,,,,,
狗仗官势,idiom,1,1,ND,9,2,,,,,
狗肺狼心,idiom,1,1,ND,9,2,,,,,
狗彘不如,idiom,1,1,ND,9,2,,,,,
诟龟呼天,idiom,1,1,NA,5,0,,,,,
铁拳,noun,1,1,PD,5,1,,,,,
停闭,verb,1,1,NJ,5,2,,,,,
通缉,verb,1,1,NC,5,2,,,,,
统率,verb,1,1,PG,7,1,,,,,
偷闲,verb,2,2,NE,5,2,,,,,
头绪,noun,1,1,PB,3,1,,,,,
图腾,verb,1,1,PD,9,1,,,,,
土皇帝,noun,1,1,NN,9,2,,,,,
推举,verb,1,1,PG,9,1,,,,,
推延,verb,1,1,NJ,5,2,,,,,
权能,noun,1,1,PD,5,0,,,,,
劝降,verb,1,1,NE,5,0,,,,,
确信,noun,2,1,PE,7,0,,,,,
禳解,verb,1,1,PE,5,0,,,,,
扰动,verb,1,1,NI,7,0,,,,,
热呼呼,adj,1,1,PA,3,0,,,,,
人儿,noun,2,1,PH,5,1,,,,,
人品,noun,1,1,PH,3,0,,,,,
人事,noun,6,3,NG,5,2,,,,,
仁弟,noun,1,1,PD,3,0,,,,,
认罪,noun,1,1,NG,7,2,,,,,
仍旧,verb,2,2,PH,5,0,,,,,
荣归,noun,1,1,PH,7,1,,,,,
容留,verb,1,1,PE,3,0,,,,,
柔韧,adj,1,1,PH,3,1,,,,,
如弟,noun,1,1,PD,3,0,,,,,
儒教,noun,1,1,PD,5,0,,,,,
入骨,adj,1,1,PH,9,1,,,,,
软禁,verb,1,1,NE,5,2,,,,,
润例,noun,1,1,PE,3,0,,,,,
私党,noun,1,1,ND,5,2,,,,,
私生子,noun,1,1,ND,5,2,,,,,
肃立,verb,1,1,PD,5,1,,,,,
贪污犯,noun,1,1,NN,5,2,,,,,
肠伤寒,noun,1,1,NI,5,2,,,,,
唱独角戏,verb,1,1,NN,5,2,,,,,
超额利润,verb,1,1,PA,7,1,,,,,
超重,verb,1,1,NE,5,2,,,,,
沉迷,verb,1,1,NJ,5,2,,,,,
成效,adj,1,1,PE,5,1,,,,,
吃不服,adj,1,1,NE,7,2,,,,,
吃得消,adj,1,1,PE,5,1,,,,,
痴长,verb,1,1,PD,5,1,,,,,
能耐,noun,1,1,PH,5,1,,,,,
弩钝,noun,1,1,NN,5,2,,,,,
寒心酸鼻,idiom,1,1,NC,7,2,,,,,
难分难合,idiom,1,1,PB,8,1,,,,,
惜玉怜香,idiom,1,1,PB,6,1,,,,,
唇齿相依,idiom,1,1,PB,7,1,,,,,
新仇旧恨,idiom,1,1,NA,7,2,,,,,
报本反始,idiom,1,1,PD,7,1,,,,,
天覆地载,idiom,1,1,PD,7,1,,,,,
讽一劝百,idiom,1,1,PH,8,1,,,,,
能言巧辩,idiom,1,1,PH,7,1,,,,,
下阪走丸,idiom,1,1,PH,7,1,,,,,
要言不烦,idiom,1,1,PH,7,1,,,,,
唇干口燥,idiom,1,1,NE,7,2,,,,,
千言万语,idiom,1,1,NE,7,1,,,,,
夹枪带棍,idiom,1,1,ND,8,2,,,,,
一诺干金,idiom,1,1,PH,7,1,,,,,
泛泛而谈,idiom,1,1,NE,7,2,,,,,
人言籍籍,idiom,1,1,NE,7,2,,,,,
知人论世,idiom,1,1,NE,7,2,,,,,
争长论短,idiom,1,1,NN,8,2,,,,,
自圆其说,idiom,1,1,PG,6,1,,,,,
说一是一,idiom,1,1,PG,6,1,,,,,
宜截了当,idiom,1,1,PG,6,1,,,,,
入室操戈,idiom,1,1,NN,7,2,,,,,
空话连篇,idiom,1,1,NN,7,2,,,,,
淫辞邪说,idiom,1,1,NN,8,2,,,,,
辞不达意,idiom,1,1,NN,8,2,,,,,
南腔北调,idiom,1,1,NN,6,2,,,,,
违心之论,idiom,1,1,NN,7,2,,,,,
不言而信,idiom,1,1,PH,6,1,,,,,
宰相肚里能撑船,idiom,1,1,PH,8,1,,,,,
为国捐躯 ,idiom,1,1,PH,6,1,,,,,
雄飞雌伏,idiom,1,1,PH,7,1,,,,,
非池中物,idiom,1,1,PH,6,1,,,,,
赤胆忠心,idiom,1,1,PH,7,1,,,,,
宁为五碎，不为瓦全,idiom,1,1,PH,7,1,,,,,
闭邪存诚,idiom,1,1,PG,7,1,,,,,
笔下生花,idiom,1,1,PH,5,1,,,,,
避凉附炎,idiom,1,1,NN,5,2,,,,,
辨若悬河,idiom,1,1,PH,5,1,,,,,
表里为奸,idiom,1,1,NN,5,2,,,,,
宾来如归,idiom,1,1,PH,5,1,,,,,
冰洁玉清,idiom,1,1,PH,5,1,,,,,
屏气吞声,idiom,1,1,NC,5,0,,,,,
拨乱为治,idiom,1,1,PH,5,1,,,,,
伯乐相马,idiom,1,1,PH,5,1,,,,,
捕影系风,idiom,1,1,NL,5,2,,,,,
不可多得,idiom,1,1,PH,5,1,,,,,
不名一格,idiom,1,1,PH,5,1,,,,,
不知利害,idiom,1,1,NN,5,2,,,,,
不脩边幅,idiom,1,1,NN,5,2,,,,,
不得其所,idiom,2,1,NJ,5,1,,,,,
不僧不俗,idiom,1,1,NN,5,2,,,,,
不讳之门,idiom,1,1,PH,5,1,,,,,
不手药,idiom,2,2,NN,5,2,,,,,
不识起倒,idiom,1,1,NN,5,2,,,,,
才高七步,idiom,1,1,PH,5,1,,,,,
材朽行秽,idiom,1,1,PD,5,0,,,,,
材优幹济,idiom,1,1,PH,5,1,,,,,
惨不忍言,idiom,1,1,NB,5,0,,,,,
参天两地,idiom,1,1,PH,5,1,,,,,
拆东补西,idiom,1,1,NN,5,2,,,,,
搀行夺市,idiom,1,1,ND,5,2,,,,,
长才广度,idiom,1,1,PH,5,1,,,,,
长风破浪,idiom,1,1,PH,5,1,,,,,
昂藏,noun,1,1,PH,7,1,,,,,
巴结,verb,1,1,NN,5,2,,,,,
罢官,verb,1,1,NE,5,0,,,,,
霸主,noun,1,1,NN,5,2,,,,,
败火,verb,1,1,NE,5,0,,,,,
拜见,verb,1,1,PD,5,1,,,,,
拜天地,verb,1,1,PA,5,1,,,,,
半衰期,noun,1,1,NB,5,2,,,,,
帮腔,verb,1,1,NN,5,2,,,,,
棒喝,verb,1,1,NA,5,2,,,,,
包票,noun,1,1,PE,5,0,,,,,
兴味素然,idiom,1,1,NE,5,2,,,,,
相敬如宾,idiom,1,1,PH,5,1,,,,,
投传而去,idiom,1,1,PH,3,1,,,,,
长安居大不易,idiom,1,1,NE,5,2,,,,,
咫尺之功,idiom,1,1,NN,3,2,,,,,
猿鹤虫沙,idiom,1,1,NB,5,2,,,,,
蝉腹龟肠,idiom,1,1,NE,5,2,,,,,
裘弊金尽,idiom,1,1,NE,5,2,,,,,
一无长物,idiom,1,1,NE,5,2,,,,,
象箸玉杯,idiom,1,1,PE,3,1,,,,,
猢狲入袋,idiom,1,1,NE,5,2,,,,,
巢毁卵破,idiom,1,1,NB,5,2,,,,,
闷葫芦,noun,1,1,NN,1,2,,,,,
高着,noun,1,1,PH,7,1,,,,,
够受的,adj,1,1,ND,6,2,,,,,
扁桃体炎,noun,1,1,ND,5,2,,,,,
变动,noun,1,1,NI,5,2,,,,,
变色龙,noun,1,1,ND,5,2,,,,,
辨客,noun,1,1,PH,5,1,,,,,
辩士,noun,1,1,PH,5,1,,,,,
表白,verb,1,1,PG,3,1,,,,,
别提,verb,1,1,PG,5,1,,,,,
摈除,verb,1,1,ND,5,2,,,,,
冰凉,adj,1,1,NC,5,2,,,,,
兵器,noun,1,1,NC,3,2,,,,,
病案,noun,1,1,ND,5,2,,,,,
病房,noun,1,1,ND,5,2,,,,,
病魔,noun,1,1,NC,7,2,,,,,
病院,noun,1,1,NC,5,2,,,,,
波折,noun,1,1,NE,5,2,,,,,
驳回,verb,1,1,NL,5,2,,,,,
簸荡,noun,1,1,NI,5,2,,,,,
哺养,verb,1,1,PA,7,1,,,,,
不迭,adj,1,1,NI,5,2,,,,,
不遑,verb,1,1,NB,7,2,,,,,
不利,adj,1,1,NC,5,2,,,,,
不期,verb,1,1,PC,7,1,,,,,
不是话,adj,1,1,NN,7,2,,,,,
不惜,verb,1,1,PH,7,1,,,,,
风行电照,idiom,1,1,PH,7,1,,,,,
风雨如晦,idiom,2,2,ND,5,0,,,,,
风虎云龙,idiom,1,1,PH,7,1,,,,,
讽德诵功,idiom,1,1,PH,5,1,,,,,
凤骨龙姿,idiom,1,1,PH,9,1,,,,,
凤歌鸾舞,idiom,1,1,PH,9,1,,,,,
凤臆龙鬐,idiom,1,1,PH,9,1,,,,,
奉为至宝,idiom,1,1,PB,9,1,,,,,
否终则泰,idiom,1,1,PA,5,1,,,,,
跗萼联芳,idiom,1,1,PH,7,1,,,,,
扶危定倾,idiom,1,1,PH,9,1,,,,,
浮石沈木,idiom,1,1,NN,5,2,,,,,
浮笔浪墨,idiom,1,1,NN,5,2,,,,,
抚今悼昔,idiom,1,1,PF,7,0,,,,,
拊膺顿足,idiom,1,1,NB,9,0,,,,,
俛拾仰取,idiom,1,1,PH,9,1,,,,,
负才任气,idiom,1,1,NN,7,2,,,,,
负荆谢罪,idiom,1,1,NG,9,1,,,,,
负德背义,idiom,1,1,ND,9,2,,,,,
附影附声,idiom,1,1,NN,7,2,,,,,
富国彊兵,idiom,1,1,PE,9,1,,,,,
腹背之毛,idiom,1,1,NJ,5,0,,,,,
改行从善,idiom,1,1,PH,7,1,,,,,
乾啼湿哭,idiom,1,1,PH,9,1,,,,,
肝心涂地,idiom,2,1,ND,9,0,,,,,
肝髓流野,idiom,1,1,NC,9,2,,,,,
感恩怀德,idiom,1,1,PH,9,1,,,,,
高才卓识,idiom,1,1,PD,7,1,,,,,
高自标树,idiom,1,1,NL,5,1,,,,,
高位厚禄,idiom,1,1,PA,7,1,,,,,
高官重禄,idiom,1,1,PA,7,1,,,,,
高情远致,idiom,1,1,PH,9,1,,,,,
高谈大论,idiom,1,1,NN,7,2,,,,,
膏脣拭舌,idiom,1,1,NN,7,2,,,,,
革凡成圣,idiom,1,1,PD,7,1,,,,,
革面洗心,idiom,1,1,PH,7,1,,,,,
格不相入,idiom,1,1,NN,5,1,,,,,
隔皮断货,idiom,1,1,NN,7,2,,,,,
各取所需,idiom,1,1,PE,5,1,,,,,
梗泛萍漂,idiom,1,1,NB,5,0,,,,,
公耳忘私,idiom,1,1,PH,7,1,,,,,
公道合理,idiom,1,1,PE,5,1,,,,,
攻苦茹酸,idiom,1,1,NB,7,0,,,,,
躬蹈矢石,idiom,1,1,PH,9,1,,,,,
贡禹弹冠,idiom,1,1,PH,7,1,,,,,
狗行狼心,idiom,1,1,ND,9,2,,,,,
狗偷鼠窃,idiom,1,1,NN,7,2,,,,,
沽名吊誉,idiom,1,1,NN,7,2,,,,,
献词,noun,1,1,PA,5,1,,,,,
乡谊,noun,1,1,PB,3,0,,,,,
详赡,adj,1,1,PH,1,0,,,,,
响晴,adj,1,1,PH,3,0,,,,,
向上,verb,1,1,PH,3,1,,,,,
消耗,noun,2,2,PF,1,0,,,,,
小不点儿,noun,2,2,PB,1,0,,,,,
小人儿,noun,1,1,PB,5,1,,,,,
效命,verb,1,1,PD,1,0,,,,,
笑语,noun,1,1,PA,3,0,,,,,
斜路,noun,1,1,NN,5,2,,,,,
韶光,noun,2,2,PH,5,1,,,,,
舍命,noun,1,1,PH,5,1,,,,,
申请,verb,1,1,PD,3,1,,,,,
身后,noun,1,1,NB,7,2,,,,,
深醒,noun,1,1,PH,1,1,,,,,
神童,noun,1,1,PH,7,1,,,,,
审美,verb,1,1,PH,5,1,,,,,
升天,verb,1,1,NB,7,2,,,,,
生前,noun,1,1,NB,5,2,,,,,
胜地,noun,1,1,PH,5,1,,,,,
盛装,noun,1,1,PH,5,1,,,,,
失敬,noun,1,1,PD,5,2,,,,,
失陪,noun,1,1,PD,5,2,,,,,
失势,noun,1,1,NE,3,2,,,,,
失业,noun,1,1,NE,5,2,,,,,
破除,verb,1,1,PK,7,1,,,,,
破相,noun,1,1,PK,5,0,,,,,
扑哧,adj,1,1,PA,7,0,,,,,
铺叙,verb,1,1,PK,7,0,,,,,
普遍,adj,1,1,PK,5,0,,,,,
萋萋,adj,1,1,PH,6,1,,,,,
齐楚,adj,1,1,PH,5,0,,,,,
奇兵,noun,1,1,PH,7,1,,,,,
奇异,adj,2,2,PC,7,0,,,,,
旗帜,noun,3,2,PH,7,1,,,,,
启齿,adj,1,1,NG,7,0,,,,,
起来,verb,2,1,PA,7,1,,,,,
气包子,noun,1,1,NN,5,0,,,,,
气性,noun,2,2,PK,6,0,,,,,
弃世,noun,1,1,PK,5,0,,,,,
器宇,noun,1,1,PK,5,1,,,,,
千儿八百,noun,1,1,PK,5,0,,,,,
芊眠,adj,1,1,PH,3,1,,,,,
谦卑,adj,1,1,PD,5,0,,,,,
前茅,adj,1,1,PH,5,1,,,,,
掮客,noun,1,1,PK,5,0,,,,,
栽诬,verb,1,1,NN,9,2,ND,5,2,,
家业调令,idiom,1,1,NB,3,0,,,,,
傅粉和郎,idiom,1,1,PH,1,0,,,,,
勇者不慎,idiom,1,1,PH,7,1,,,,,
状行,verb,1,1,PH,5,1,,,,,
朝不某夕,idiom,1,1,NN,3,2,,,,,
揽蕹吻?,idiom,1,1,PH,9,1,PE,5,1,,
滕蛟起凤,idiom,1,1,PH,9,1,,,,,
卸责,verb,1,1,NN,5,2,,,,,
谢幕,verb,1,1,PD,5,0,,,,,
谢罪,verb,1,1,NH,7,1,,,,,
心火,noun,2,1,NA,5,0,,,,,
心眼儿,noun,3,2,NN,5,3,PH,3,3,,
新婚,noun,1,1,PA,5,0,,,,,
新式,noun,1,1,PB,3,0,,,,,
信心,noun,1,1,PG,5,1,,,,,
刑辱,noun,1,1,ND,7,2,,,,,
汹汹,adj,3,2,ND,7,2,NN,3,2,,
徐图,noun,1,1,PH,5,0,PG,3,0,,
紧急状态,noun,1,1,NI,7,0,,,,,
惊服,verb,1,1,PC,9,0,PD,7,0,,
惧内,verb,1,1,NC,5,0,,,,,
加意,verb,1,1,PH,3,0,,,,,
驾驭,verb,2,2,PH,3,0,,,,,
坚壁,verb,1,1,PH,1,1,,,,,
健儿,noun,1,1,PD,5,1,PH,5,1,,
轶类超群,idiom,1,1,PH,9,1,,,,,
因缘为市,idiom,1,1,ND,7,2,NN,7,2,,
银钩玉唾,idiom,1,1,PH,9,1,,,,,
淫朋狎友,idiom,1,1,NN,5,2,ND,7,2,,
引虎拒狼,idiom,1,1,NN,5,2,,,,,
饮水曲肱,idiom,1,1,PE,5,1,,,,,
饮泉清节,idiom,1,1,PH,7,1,,,,,
隐然敌国,idiom,1,1,PD,5,1,PH,5,1,,
莺歌燕语,idiom,1,1,PA,5,0,PB,5,0,,
鹰觑鹘望,idiom,1,1,PH,5,1,,,,,
郢人斤斧,idiom,1,1,PH,5,1,,,,,
应答如流,idiom,1,1,PH,5,1,,,,,
拥篲救火,idiom,1,1,NN,5,2,,,,,
用心用意,idiom,1,1,PH,3,1,,,,,
优游岁月,idiom,1,1,PE,5,0,,,,,
油头滑面,idiom,1,1,ND,5,2,NN,5,2,,
